"Default,""spolovi"",""zupanija"",""traj.rad.odn"",""izn.kre"",""udio.rate"",""br.cl"""
"1,""M"",""2"",""14"",""260000"",""13"",""2"""
"1,""Z"",""4"",""5"",""1e+05"",""23"",""2"""
"1,""Z"",""2"",""24"",""35000"",""20"",""1"""
"1,""M"",""2"",""27"",""1e+05"",""33"",""5"""
"1,""M"",""1"",""3.5"",""220000"",""29"",""1"""
"1,""Z"",""4"",""11"",""85000"",""7"",""3"""
"1,""M"",""4"",""4.5"",""60000"",""19"",""1"""
"1,""M"",""20"",""6.5"",""295000"",""27"",""4"""
"1,""M"",""1"",""8"",""20000"",""12"",""3"""
"1,""M"",""17"",""17.5"",""125000"",""21"",""4"""
"1,""Z"",""7"",""11.5"",""120000"",""33"",""2"""
"1,""M"",""17"",""21.5"",""15000"",""19"",""3"""
"1,""M"",""6"",""6"",""60000"",""16"",""1"""
"1,""Z"",""12"",""25"",""15000"",""19"",""1"""
"1,""M"",""10"",""11.5"",""10000"",""29"",""1"""
"1,""Z"",""8"",""12"",""65000"",""36"",""5"""
"1,""Z"",""13"",""3.5"",""10000"",""11"",""2"""
"1,""Z"",""17"",""14.5"",""45000"",""26"",""2"""
"1,""M"",""13"",""3"",""120000"",""30"",""2"""
"0,""M"",""12"",""25"",""40000"",""28"",""0"""
"1,""M"",""21"",""24"",""125000"",""27"",""2"""
"1,""Z"",""14"",""18"",""30000"",""19"",""1"""
"1,""Z"",""21"",""12.5"",""30000"",""16"",""3"""
"1,""Z"",""10"",""9"",""35000"",""23"",""1"""
"1,""Z"",""11"",""5.5"",""20000"",""10"",""1"""
"1,""Z"",""16"",""10"",""40000"",""17"",""1"""
"1,""M"",""10"",""20.5"",""75000"",""32"",""1"""
"0,""Z"",""4"",""9.5"",""30000"",""25"",""0"""
"1,""Z"",""15"",""9"",""60000"",""18"",""5"""
"1,""M"",""18"",""18"",""65000"",""13"",""1"""
"1,""Z"",""9"",""22"",""40000"",""22"",""1"""
"1,""Z"",""20"",""8"",""45000"",""4"",""1"""
"1,""Z"",""10"",""10"",""10000"",""12"",""3"""
"0,""M"",""12"",""16"",""15000"",""5"",""0"""
"0,""M"",""13"",""16"",""80000"",""8"",""0"""
"1,""Z"",""20"",""17"",""55000"",""11"",""1"""
"0,""Z"",""2"",""25"",""30000"",""16"",""0"""
"0,""Z"",""6"",""15.5"",""65000"",""15"",""0"""
"1,""M"",""3"",""18"",""25000"",""20"",""2"""
"1,""M"",""12"",""7.5"",""10000"",""22"",""1"""
"0,""M"",""5"",""13.5"",""40000"",""11"",""0"""
"1,""M"",""16"",""19"",""65000"",""20"",""3"""
"1,""M"",""1"",""8"",""190000"",""26"",""2"""
"1,""Z"",""3"",""4"",""255000"",""26"",""2"""
"1,""M"",""3"",""8"",""25000"",""5"",""4"""
"1,""M"",""16"",""18"",""15000"",""25"",""1"""
"0,""Z"",""19"",""10.5"",""80000"",""16"",""0"""
"0,""M"",""9"",""7"",""65000"",""12"",""0"""
"1,""Z"",""14"",""8.5"",""45000"",""9"",""1"""
"1,""Z"",""20"",""27"",""55000"",""14"",""1"""
"1,""M"",""16"",""5.5"",""60000"",""21"",""2"""
"0,""M"",""9"",""21"",""65000"",""12"",""0"""
"1,""Z"",""6"",""21"",""35000"",""6"",""1"""
"1,""M"",""20"",""7"",""20000"",""7"",""0"""
"1,""Z"",""20"",""27"",""30000"",""19"",""4"""
"1,""M"",""7"",""27"",""85000"",""17"",""2"""
"1,""M"",""21"",""10.5"",""15000"",""29"",""3"""
"1,""Z"",""20"",""27"",""30000"",""17"",""1"""
"1,""M"",""14"",""8.5"",""20000"",""23"",""1"""
"0,""M"",""1"",""13.5"",""35000"",""13"",""0"""
"0,""Z"",""19"",""11.5"",""40000"",""20"",""0"""
"1,""Z"",""8"",""18.5"",""35000"",""25"",""1"""
"0,""M"",""15"",""4"",""40000"",""22"",""0"""
"1,""Z"",""21"",""14"",""65000"",""24"",""2"""
"1,""Z"",""10"",""9.5"",""265000"",""12"",""1"""
"1,""M"",""10"",""7.5"",""270000"",""23"",""1"""
"0,""Z"",""10"",""16"",""180000"",""13"",""0"""
"1,""M"",""20"",""27"",""65000"",""24"",""2"""
"1,""M"",""15"",""4"",""85000"",""28"",""3"""
"1,""Z"",""20"",""17"",""20000"",""21"",""2"""
"1,""Z"",""8"",""22.5"",""120000"",""11"",""3"""
"1,""M"",""8"",""27"",""45000"",""23"",""2"""
"1,""Z"",""1"",""8"",""65000"",""19"",""2"""
"0,""M"",""19"",""6.5"",""40000"",""20"",""0"""
"1,""Z"",""11"",""6.5"",""85000"",""18"",""2"""
"0,""Z"",""21"",""5.5"",""80000"",""25"",""0"""
"1,""Z"",""5"",""7"",""80000"",""33"",""2"""
"1,""M"",""8"",""6.5"",""205000"",""12"",""3"""
"1,""M"",""10"",""27"",""55000"",""18"",""2"""
"1,""Z"",""4"",""17"",""240000"",""13"",""2"""
"0,""Z"",""2"",""10.5"",""120000"",""23"",""0"""
"1,""M"",""1"",""4"",""20000"",""16"",""1"""
"1,""Z"",""4"",""9"",""40000"",""10"",""1"""
"1,""Z"",""16"",""9.5"",""1e+05"",""28"",""1"""
"1,""Z"",""14"",""10"",""85000"",""19"",""1"""
"1,""Z"",""19"",""27"",""125000"",""15"",""1"""
"1,""M"",""9"",""14"",""175000"",""29"",""3"""
"0,""Z"",""8"",""11"",""45000"",""21"",""0"""
"1,""M"",""8"",""6.5"",""105000"",""15"",""1"""
"1,""M"",""2"",""16.5"",""10000"",""30"",""1"""
"1,""M"",""8"",""9.5"",""60000"",""22"",""2"""
"1,""Z"",""14"",""4.5"",""25000"",""13"",""2"""
"1,""M"",""18"",""4.5"",""25000"",""15"",""1"""
"0,""Z"",""9"",""24"",""85000"",""24"",""0"""
"1,""Z"",""17"",""11.5"",""105000"",""20"",""2"""
"1,""Z"",""11"",""6.5"",""65000"",""40"",""5"""
"1,""M"",""6"",""6.5"",""25000"",""15"",""1"""
"1,""M"",""6"",""16.5"",""40000"",""23"",""3"""
"1,""Z"",""21"",""5"",""85000"",""23"",""1"""
"1,""Z"",""21"",""12.5"",""55000"",""28"",""4"""
"0,""M"",""15"",""20.5"",""10000"",""17"",""0"""
"1,""M"",""9"",""17"",""65000"",""21"",""2"""
"1,""M"",""19"",""24"",""80000"",""11"",""3"""
"1,""Z"",""17"",""11.5"",""120000"",""14"",""1"""
"1,""Z"",""6"",""18"",""40000"",""18"",""1"""
"1,""Z"",""15"",""21.5"",""35000"",""21"",""1"""
"1,""Z"",""19"",""15.5"",""60000"",""13"",""2"""
"1,""M"",""8"",""7"",""120000"",""24"",""2"""
"1,""M"",""20"",""8.5"",""125000"",""17"",""4"""
"1,""Z"",""1"",""8"",""230000"",""18"",""1"""
"1,""M"",""2"",""9"",""40000"",""27"",""2"""
"1,""M"",""12"",""7.5"",""45000"",""16"",""1"""
"0,""M"",""8"",""22"",""80000"",""26"",""0"""
"1,""Z"",""1"",""8"",""120000"",""42"",""5"""
"1,""M"",""5"",""6"",""75000"",""34"",""2"""
"0,""M"",""13"",""24"",""75000"",""14"",""0"""
"1,""M"",""3"",""16.5"",""45000"",""15"",""1"""
"1,""Z"",""13"",""17"",""35000"",""18"",""2"""
"1,""M"",""8"",""9.5"",""45000"",""31"",""3"""
"1,""M"",""16"",""11.5"",""25000"",""14"",""0"""
"0,""Z"",""14"",""7"",""30000"",""10"",""0"""
"1,""M"",""11"",""11"",""45000"",""15"",""1"""
"0,""M"",""14"",""12.5"",""30000"",""14"",""0"""
"0,""M"",""17"",""27"",""60000"",""14"",""0"""
"0,""M"",""4"",""11.5"",""15000"",""7"",""0"""
"1,""M"",""1"",""4.5"",""125000"",""18"",""2"""
"1,""M"",""19"",""16"",""25000"",""31"",""1"""
"1,""Z"",""17"",""2.5"",""75000"",""18"",""2"""
"0,""Z"",""6"",""6.5"",""55000"",""12"",""0"""
"1,""M"",""15"",""23"",""15000"",""13"",""1"""
"1,""M"",""17"",""9.5"",""60000"",""12"",""1"""
"1,""Z"",""6"",""27"",""25000"",""16"",""2"""
"1,""Z"",""16"",""20.5"",""35000"",""26"",""2"""
"1,""Z"",""21"",""6.5"",""125000"",""24"",""1"""
"1,""Z"",""17"",""15"",""85000"",""25"",""1"""
"1,""Z"",""19"",""15"",""25000"",""34"",""2"""
"1,""Z"",""19"",""6.5"",""30000"",""7"",""1"""
"1,""M"",""3"",""5.5"",""65000"",""15"",""2"""
"1,""Z"",""5"",""11.5"",""85000"",""33"",""1"""
"1,""M"",""5"",""22"",""150000"",""20"",""4"""
"0,""M"",""4"",""7"",""65000"",""8"",""0"""
"1,""M"",""1"",""5.5"",""25000"",""21"",""2"""
"0,""Z"",""21"",""6"",""30000"",""14"",""0"""
"1,""M"",""20"",""27"",""150000"",""21"",""1"""
"1,""M"",""1"",""7.5"",""45000"",""25"",""3"""
"1,""Z"",""7"",""5.5"",""60000"",""24"",""4"""
"0,""Z"",""20"",""3.5"",""65000"",""12"",""0"""
"1,""Z"",""5"",""6"",""45000"",""22"",""1"""
"1,""Z"",""14"",""22.5"",""30000"",""23"",""1"""
"0,""Z"",""14"",""20.5"",""45000"",""17"",""0"""
"0,""M"",""9"",""6.5"",""75000"",""14"",""0"""
"1,""Z"",""8"",""5"",""10000"",""15"",""1"""
"1,""M"",""18"",""25"",""260000"",""20"",""2"""
"1,""Z"",""7"",""10"",""80000"",""28"",""3"""
"1,""Z"",""16"",""16"",""75000"",""24"",""4"""
"1,""M"",""6"",""10"",""105000"",""18"",""2"""
"1,""Z"",""17"",""4.5"",""15000"",""22"",""1"""
"1,""M"",""9"",""5.5"",""25000"",""25"",""2"""
"1,""M"",""14"",""27"",""65000"",""14"",""0"""
"0,""Z"",""7"",""11.5"",""25000"",""13"",""0"""
"1,""Z"",""11"",""13"",""45000"",""22"",""1"""
"1,""M"",""18"",""9"",""295000"",""18"",""1"""
"1,""Z"",""5"",""12"",""15000"",""15"",""1"""
"1,""Z"",""1"",""24"",""225000"",""17"",""1"""
"0,""Z"",""1"",""19.5"",""65000"",""28"",""0"""
"1,""M"",""12"",""25"",""40000"",""46"",""6"""
"1,""M"",""15"",""24"",""80000"",""20"",""2"""
"1,""M"",""9"",""22"",""150000"",""19"",""2"""
"0,""M"",""10"",""18"",""40000"",""16"",""0"""
"1,""Z"",""13"",""6.5"",""250000"",""19"",""1"""
"1,""Z"",""15"",""27"",""55000"",""17"",""2"""
"0,""Z"",""17"",""16.5"",""80000"",""10"",""0"""
"1,""M"",""3"",""10.5"",""30000"",""39"",""6"""
"1,""Z"",""2"",""5"",""40000"",""18"",""1"""
"0,""M"",""11"",""16"",""55000"",""8"",""0"""
"1,""Z"",""1"",""13.5"",""15000"",""14"",""1"""
"1,""M"",""16"",""15"",""145000"",""26"",""1"""
"1,""Z"",""10"",""12"",""85000"",""20"",""1"""
"1,""M"",""19"",""9.5"",""210000"",""10"",""3"""
"1,""Z"",""16"",""4"",""2e+05"",""26"",""3"""
"1,""M"",""7"",""19"",""55000"",""34"",""4"""
"1,""Z"",""16"",""17"",""40000"",""38"",""6"""
"1,""M"",""7"",""10.5"",""30000"",""25"",""3"""
"1,""Z"",""1"",""9"",""215000"",""18"",""2"""
"0,""Z"",""3"",""9"",""80000"",""14"",""0"""
"1,""M"",""20"",""13.5"",""25000"",""21"",""1"""
"1,""M"",""12"",""11.5"",""30000"",""19"",""5"""
"1,""Z"",""17"",""10"",""35000"",""31"",""3"""
"1,""Z"",""11"",""10"",""30000"",""15"",""2"""
"0,""Z"",""7"",""22"",""65000"",""9"",""0"""
"1,""Z"",""20"",""9.5"",""35000"",""18"",""2"""
"0,""M"",""11"",""27"",""10000"",""11"",""0"""
"1,""M"",""1"",""14"",""1e+05"",""23"",""2"""
"1,""Z"",""18"",""25"",""45000"",""18"",""2"""
"1,""Z"",""2"",""8.5"",""1e+05"",""19"",""1"""
"1,""Z"",""13"",""1.5"",""60000"",""30"",""3"""
"0,""Z"",""3"",""11.5"",""40000"",""22"",""0"""
"1,""M"",""18"",""14.5"",""35000"",""28"",""3"""
"1,""Z"",""18"",""10.5"",""1e+05"",""21"",""1"""
"0,""Z"",""20"",""21.5"",""145000"",""14"",""0"""
"1,""M"",""1"",""11"",""75000"",""25"",""2"""
"0,""Z"",""3"",""27"",""75000"",""12"",""0"""
"0,""M"",""19"",""5.5"",""40000"",""13"",""0"""
"1,""M"",""20"",""22"",""2e+05"",""41"",""4"""
"1,""M"",""11"",""27"",""55000"",""24"",""1"""
"1,""Z"",""19"",""24"",""35000"",""29"",""2"""
"0,""M"",""7"",""27"",""20000"",""23"",""0"""
"1,""Z"",""10"",""8.5"",""1e+05"",""23"",""0"""
"0,""M"",""18"",""22"",""30000"",""11"",""0"""
"1,""M"",""7"",""15"",""65000"",""37"",""4"""
"1,""Z"",""20"",""11.5"",""45000"",""15"",""3"""
"1,""Z"",""21"",""5"",""125000"",""16"",""1"""
"1,""Z"",""6"",""16.5"",""30000"",""18"",""1"""
"1,""M"",""17"",""27"",""30000"",""10"",""4"""
"1,""M"",""1"",""14.5"",""225000"",""22"",""0"""
"0,""Z"",""20"",""12.5"",""125000"",""10"",""0"""
"0,""Z"",""19"",""27"",""80000"",""16"",""0"""
"1,""Z"",""10"",""21.5"",""45000"",""16"",""2"""
"1,""Z"",""19"",""11"",""15000"",""8"",""1"""
"0,""Z"",""14"",""11.5"",""120000"",""5"",""0"""
"1,""Z"",""21"",""5.5"",""125000"",""17"",""2"""
"1,""M"",""17"",""8.5"",""80000"",""19"",""1"""
"0,""M"",""10"",""7.5"",""20000"",""20"",""0"""
"0,""Z"",""19"",""5"",""125000"",""16"",""0"""
"0,""Z"",""3"",""27"",""30000"",""11"",""0"""
"1,""Z"",""18"",""13"",""35000"",""26"",""1"""
"1,""M"",""14"",""9"",""25000"",""14"",""1"""
"1,""Z"",""1"",""7"",""255000"",""14"",""1"""
"1,""Z"",""6"",""16.5"",""35000"",""26"",""2"""
"1,""M"",""10"",""27"",""10000"",""27"",""1"""
"0,""Z"",""19"",""9.5"",""35000"",""19"",""0"""
"1,""M"",""11"",""20"",""125000"",""26"",""2"""
"1,""M"",""16"",""24"",""25000"",""20"",""1"""
"1,""Z"",""7"",""21.5"",""65000"",""21"",""2"""
"1,""M"",""3"",""6"",""30000"",""4"",""1"""
"0,""M"",""13"",""6"",""80000"",""12"",""0"""
"1,""M"",""3"",""8"",""80000"",""26"",""4"""
"0,""Z"",""6"",""9.5"",""40000"",""13"",""0"""
"1,""Z"",""16"",""23.5"",""45000"",""33"",""3"""
"0,""M"",""1"",""27"",""15000"",""33"",""0"""
"0,""M"",""11"",""11"",""60000"",""15"",""0"""
"1,""Z"",""1"",""8.5"",""255000"",""18"",""1"""
"1,""Z"",""4"",""11.5"",""1e+05"",""26"",""2"""
"0,""M"",""13"",""21"",""115000"",""8"",""0"""
"1,""M"",""4"",""16.5"",""65000"",""15"",""0"""
"1,""Z"",""13"",""13"",""35000"",""20"",""1"""
"0,""M"",""14"",""9.5"",""255000"",""13"",""0"""
"0,""Z"",""2"",""21"",""85000"",""27"",""0"""
"1,""M"",""18"",""11.5"",""30000"",""16"",""2"""
"1,""Z"",""16"",""27"",""125000"",""16"",""1"""
"1,""M"",""10"",""27"",""75000"",""11"",""2"""
"1,""M"",""19"",""3"",""125000"",""13"",""1"""
"1,""Z"",""7"",""6.5"",""60000"",""11"",""1"""
"1,""M"",""9"",""19"",""35000"",""26"",""1"""
"1,""Z"",""2"",""27"",""60000"",""28"",""1"""
"1,""M"",""2"",""13"",""190000"",""32"",""1"""
"1,""M"",""18"",""9.5"",""35000"",""17"",""1"""
"1,""Z"",""18"",""14.5"",""35000"",""21"",""1"""
"1,""M"",""11"",""13"",""40000"",""20"",""1"""
"0,""Z"",""13"",""9"",""125000"",""16"",""0"""
"0,""Z"",""12"",""20.5"",""55000"",""10"",""0"""
"0,""Z"",""1"",""16"",""105000"",""12"",""0"""
"0,""Z"",""4"",""3"",""35000"",""10"",""0"""
"1,""M"",""11"",""9.5"",""150000"",""25"",""2"""
"1,""Z"",""21"",""4.5"",""150000"",""17"",""3"""
"1,""M"",""12"",""12.5"",""85000"",""25"",""5"""
"1,""Z"",""6"",""8.5"",""275000"",""39"",""4"""
"1,""M"",""19"",""6.5"",""80000"",""9"",""1"""
"1,""Z"",""4"",""27"",""85000"",""21"",""1"""
"1,""Z"",""16"",""6"",""80000"",""32"",""2"""
"1,""Z"",""10"",""10"",""55000"",""48"",""6"""
"1,""Z"",""13"",""10"",""85000"",""18"",""2"""
"1,""Z"",""12"",""7"",""40000"",""24"",""4"""
"1,""Z"",""21"",""17"",""70000"",""13"",""0"""
"1,""Z"",""19"",""7"",""220000"",""13"",""1"""
"1,""M"",""11"",""10.5"",""60000"",""21"",""1"""
"1,""Z"",""12"",""18"",""125000"",""12"",""1"""
"1,""M"",""17"",""11.5"",""115000"",""22"",""3"""
"1,""Z"",""20"",""3"",""80000"",""15"",""1"""
"1,""Z"",""19"",""10"",""125000"",""27"",""4"""
"1,""Z"",""14"",""5"",""30000"",""26"",""2"""
"1,""M"",""12"",""7"",""75000"",""19"",""3"""
"0,""Z"",""21"",""18.5"",""150000"",""13"",""0"""
"0,""Z"",""12"",""8"",""65000"",""28"",""0"""
"1,""Z"",""3"",""23"",""25000"",""25"",""2"""
"1,""M"",""16"",""9"",""65000"",""38"",""5"""
"1,""Z"",""8"",""13"",""60000"",""31"",""3"""
"0,""Z"",""1"",""27"",""20000"",""21"",""0"""
"1,""Z"",""18"",""14"",""40000"",""27"",""3"""
"0,""M"",""17"",""24"",""15000"",""29"",""0"""
"0,""Z"",""15"",""12.5"",""70000"",""21"",""0"""
"1,""M"",""15"",""7.5"",""45000"",""14"",""2"""
"1,""Z"",""21"",""19.5"",""10000"",""21"",""1"""
"1,""M"",""15"",""8.5"",""175000"",""23"",""1"""
"1,""Z"",""4"",""11.5"",""10000"",""24"",""2"""
"1,""Z"",""7"",""3.5"",""25000"",""8"",""2"""
"1,""M"",""18"",""24"",""65000"",""32"",""1"""
"0,""M"",""8"",""17"",""30000"",""19"",""0"""
"1,""M"",""10"",""11"",""40000"",""27"",""1"""
"1,""M"",""20"",""12.5"",""105000"",""30"",""2"""
"1,""M"",""20"",""11"",""25000"",""18"",""1"""
"1,""Z"",""8"",""11"",""30000"",""31"",""2"""
"1,""M"",""4"",""9.5"",""120000"",""12"",""1"""
"1,""M"",""21"",""21.5"",""1e+05"",""7"",""2"""
"1,""Z"",""13"",""5.5"",""280000"",""18"",""2"""
"0,""Z"",""11"",""7.5"",""30000"",""11"",""0"""
"0,""Z"",""18"",""23"",""10000"",""8"",""0"""
"1,""Z"",""19"",""3"",""215000"",""24"",""1"""
"1,""Z"",""14"",""10.5"",""65000"",""27"",""4"""
"1,""M"",""7"",""27"",""45000"",""21"",""3"""
"0,""M"",""11"",""11.5"",""20000"",""7"",""0"""
"1,""Z"",""3"",""7"",""75000"",""21"",""2"""
"1,""Z"",""17"",""13"",""80000"",""29"",""4"""
"1,""M"",""13"",""20.5"",""70000"",""24"",""3"""
"1,""Z"",""18"",""12.5"",""80000"",""31"",""3"""
"1,""M"",""7"",""22"",""85000"",""11"",""1"""
"1,""Z"",""21"",""17"",""5000"",""31"",""1"""
"1,""M"",""19"",""9"",""35000"",""33"",""2"""
"1,""Z"",""13"",""12.5"",""35000"",""18"",""4"""
"1,""Z"",""4"",""4.5"",""40000"",""15"",""0"""
"1,""Z"",""21"",""10.5"",""35000"",""9"",""3"""
"1,""M"",""11"",""5"",""55000"",""27"",""2"""
"1,""M"",""17"",""15"",""150000"",""18"",""1"""
"0,""Z"",""11"",""7"",""30000"",""21"",""0"""
"1,""Z"",""9"",""3"",""15000"",""18"",""4"""
"0,""Z"",""2"",""7"",""60000"",""20"",""0"""
"1,""Z"",""17"",""12"",""5000"",""14"",""2"""
"1,""M"",""9"",""16"",""40000"",""27"",""3"""
"0,""M"",""18"",""12.5"",""75000"",""30"",""0"""
"0,""Z"",""3"",""9.5"",""80000"",""10"",""0"""
"1,""Z"",""15"",""9.5"",""65000"",""19"",""2"""
"1,""Z"",""2"",""5.5"",""85000"",""18"",""1"""
"1,""Z"",""10"",""6.5"",""30000"",""19"",""1"""
"1,""Z"",""4"",""5"",""80000"",""13"",""3"""
"0,""M"",""2"",""17"",""60000"",""27"",""0"""
"0,""Z"",""7"",""5.5"",""1e+05"",""29"",""0"""
"0,""M"",""5"",""25"",""30000"",""15"",""0"""
"1,""Z"",""14"",""24"",""35000"",""10"",""1"""
"1,""M"",""20"",""7.5"",""80000"",""13"",""1"""
"1,""M"",""13"",""27"",""15000"",""12"",""0"""
"1,""Z"",""2"",""17"",""65000"",""17"",""4"""
"1,""Z"",""2"",""16.5"",""5000"",""19"",""3"""
"0,""Z"",""4"",""10.5"",""85000"",""20"",""0"""
"1,""M"",""1"",""7"",""15000"",""20"",""1"""
"0,""M"",""5"",""10.5"",""45000"",""25"",""0"""
"1,""Z"",""4"",""9"",""40000"",""28"",""1"""
"1,""Z"",""1"",""11.5"",""80000"",""23"",""2"""
"1,""M"",""10"",""7"",""60000"",""12"",""2"""
"0,""Z"",""15"",""18"",""35000"",""15"",""0"""
"1,""Z"",""3"",""7"",""25000"",""22"",""1"""
"1,""M"",""16"",""7.5"",""125000"",""11"",""3"""
"1,""Z"",""20"",""21.5"",""2e+05"",""36"",""6"""
"1,""Z"",""13"",""23"",""5000"",""17"",""4"""
"1,""M"",""19"",""7"",""35000"",""13"",""2"""
"1,""M"",""1"",""23"",""120000"",""22"",""1"""
"1,""Z"",""21"",""27"",""30000"",""43"",""6"""
"1,""M"",""13"",""20"",""80000"",""23"",""2"""
"1,""M"",""2"",""8"",""20000"",""32"",""3"""
"1,""Z"",""4"",""6"",""25000"",""16"",""2"""
"0,""Z"",""14"",""10.5"",""220000"",""13"",""0"""
"1,""M"",""2"",""6"",""1e+05"",""15"",""1"""
"1,""M"",""13"",""25"",""45000"",""17"",""1"""
"0,""M"",""18"",""25.5"",""20000"",""11"",""0"""
"1,""M"",""18"",""6"",""85000"",""10"",""1"""
"1,""M"",""9"",""22"",""80000"",""15"",""1"""
"1,""Z"",""11"",""27"",""60000"",""21"",""3"""
"1,""Z"",""15"",""8"",""25000"",""12"",""1"""
"1,""M"",""17"",""6.5"",""40000"",""24"",""1"""
"1,""M"",""5"",""7"",""15000"",""15"",""1"""
"1,""Z"",""21"",""6.5"",""80000"",""27"",""1"""
"0,""Z"",""2"",""10"",""85000"",""18"",""0"""
"1,""M"",""6"",""27"",""10000"",""21"",""3"""
"1,""M"",""19"",""9.5"",""150000"",""11"",""1"""
"1,""M"",""6"",""14.5"",""85000"",""25"",""1"""
"1,""M"",""21"",""11"",""80000"",""16"",""2"""
"1,""M"",""17"",""9.5"",""60000"",""32"",""1"""
"1,""Z"",""1"",""24"",""70000"",""14"",""1"""
"1,""Z"",""7"",""10"",""55000"",""27"",""1"""
"0,""M"",""11"",""1"",""35000"",""33"",""0"""
"1,""Z"",""8"",""8"",""85000"",""27"",""3"""
"1,""M"",""20"",""22"",""15000"",""26"",""3"""
"1,""M"",""15"",""25"",""80000"",""36"",""6"""
"0,""M"",""8"",""4.5"",""80000"",""10"",""0"""
"1,""M"",""5"",""16.5"",""125000"",""32"",""2"""
"0,""M"",""14"",""10.5"",""105000"",""23"",""0"""
"0,""Z"",""4"",""6.5"",""125000"",""15"",""0"""
"1,""M"",""4"",""9.5"",""55000"",""27"",""4"""
"1,""M"",""20"",""6.5"",""40000"",""25"",""1"""
"1,""M"",""5"",""17.5"",""1e+05"",""13"",""2"""
"1,""Z"",""1"",""15.5"",""35000"",""8"",""1"""
"1,""M"",""8"",""11"",""1e+05"",""11"",""5"""
"1,""Z"",""19"",""9.5"",""150000"",""17"",""2"""
"0,""M"",""14"",""1.5"",""30000"",""11"",""0"""
"0,""M"",""10"",""14.5"",""115000"",""16"",""0"""
"1,""Z"",""18"",""4.5"",""1e+05"",""23"",""1"""
"1,""Z"",""21"",""17.5"",""120000"",""17"",""2"""
"0,""M"",""7"",""8"",""80000"",""18"",""0"""
"0,""Z"",""19"",""19.5"",""80000"",""11"",""0"""
"1,""M"",""6"",""7"",""55000"",""37"",""6"""
"1,""Z"",""14"",""7"",""55000"",""34"",""2"""
"0,""M"",""10"",""9"",""55000"",""7"",""0"""
"1,""M"",""14"",""9"",""25000"",""31"",""3"""
"1,""Z"",""3"",""6.5"",""30000"",""16"",""2"""
"0,""Z"",""13"",""21"",""75000"",""13"",""0"""
"1,""M"",""12"",""11.5"",""145000"",""26"",""1"""
"1,""Z"",""2"",""9.5"",""35000"",""37"",""4"""
"1,""M"",""15"",""13"",""125000"",""31"",""2"""
"1,""Z"",""10"",""24"",""35000"",""27"",""3"""
"1,""M"",""13"",""8.5"",""25000"",""29"",""3"""
"1,""M"",""7"",""5"",""230000"",""17"",""1"""
"1,""M"",""3"",""27"",""45000"",""8"",""1"""
"0,""Z"",""2"",""4.5"",""40000"",""22"",""0"""
"1,""Z"",""6"",""3"",""60000"",""25"",""1"""
"0,""Z"",""17"",""1.5"",""60000"",""18"",""0"""
"1,""Z"",""13"",""4"",""25000"",""21"",""3"""
"0,""Z"",""21"",""15"",""40000"",""21"",""0"""
"1,""M"",""11"",""8.5"",""1e+05"",""23"",""1"""
"1,""Z"",""7"",""27"",""240000"",""22"",""3"""
"1,""Z"",""2"",""15"",""25000"",""10"",""4"""
"0,""Z"",""5"",""5.5"",""65000"",""35"",""0"""
"1,""M"",""15"",""27"",""80000"",""41"",""6"""
"1,""Z"",""2"",""12"",""225000"",""13"",""2"""
"1,""M"",""17"",""11"",""85000"",""16"",""2"""
"0,""Z"",""6"",""8.5"",""270000"",""14"",""0"""
"0,""Z"",""9"",""6"",""35000"",""20"",""0"""
"1,""Z"",""11"",""23"",""125000"",""32"",""3"""
"1,""Z"",""16"",""11.5"",""80000"",""39"",""5"""
"1,""Z"",""1"",""24"",""115000"",""23"",""4"""
"1,""Z"",""14"",""6.5"",""80000"",""25"",""3"""
"1,""Z"",""15"",""6.5"",""115000"",""14"",""2"""
"1,""M"",""8"",""7.5"",""1e+05"",""44"",""6"""
"1,""M"",""10"",""12.5"",""70000"",""35"",""2"""
"0,""M"",""7"",""8"",""10000"",""9"",""0"""
"1,""M"",""4"",""5"",""75000"",""28"",""1"""
"1,""Z"",""13"",""11.5"",""2e+05"",""34"",""1"""
"1,""M"",""1"",""9.5"",""75000"",""14"",""1"""
"1,""Z"",""19"",""4.5"",""70000"",""16"",""1"""
"1,""M"",""11"",""8"",""10000"",""13"",""2"""
"0,""M"",""2"",""11.5"",""120000"",""3"",""0"""
"1,""Z"",""13"",""8"",""115000"",""19"",""1"""
"1,""M"",""20"",""3.5"",""15000"",""11"",""1"""
"0,""Z"",""15"",""27"",""15000"",""29"",""0"""
"1,""M"",""10"",""7"",""35000"",""21"",""2"""
"0,""M"",""20"",""11.5"",""1e+05"",""7"",""0"""
"1,""M"",""4"",""6"",""125000"",""22"",""4"""
"1,""Z"",""15"",""18"",""55000"",""15"",""1"""
"1,""Z"",""15"",""9.5"",""235000"",""22"",""1"""
"0,""Z"",""21"",""10"",""25000"",""12"",""0"""
"1,""Z"",""10"",""22.5"",""95000"",""22"",""2"""
"1,""Z"",""9"",""4.5"",""25000"",""19"",""2"""
"1,""Z"",""5"",""8"",""85000"",""9"",""1"""
"1,""Z"",""21"",""16.5"",""30000"",""26"",""3"""
"1,""Z"",""17"",""12"",""15000"",""7"",""2"""
"1,""M"",""21"",""17.5"",""40000"",""21"",""1"""
"1,""M"",""4"",""24"",""85000"",""19"",""1"""
"1,""Z"",""3"",""5.5"",""20000"",""24"",""1"""
"1,""Z"",""21"",""7.5"",""1e+05"",""12"",""1"""
